Applied Nodal Loadvector Loadcase      2
  Node     PXX[N]     PYY[N]     PZZ[N]    MXX[Nm]    MYY[Nm]    MZZ[Nm]
 38668       0.00       0.00    -194.85       0.00       0.00       0.00
 38669       0.00       0.00    -191.47       0.00       0.00       0.00
 38670       0.00       0.00    -189.21       0.00       0.00       0.00
 38671       0.00       0.00    -103.51       0.00       0.00       0.00
 38672       0.00       0.00     -93.36       0.00       0.00       0.00
 38673       0.00       0.00    -100.05       0.00       0.00       0.00
 38674       0.00       0.00     -70.98       0.00       0.00       0.00
 38675       0.00       0.00    -110.03       0.00       0.00       0.00
 38676       0.00       0.00     -96.86       0.00       0.00       0.00
 38677       0.00       0.00    -173.84       0.00       0.00       0.00
 38678       0.00       0.00    -210.68       0.00       0.00       0.00
 38679       0.00       0.00    -249.35       0.00       0.00       0.00
 38680       0.00       0.00    -225.70       0.00       0.00       0.00
 38681       0.00       0.00    -230.56       0.00       0.00       0.00
 38682       0.00       0.00    -220.83       0.00       0.00       0.00
 38683       0.00       0.00    -165.07       0.00       0.00       0.00
 38684       0.00       0.00    -190.85       0.00       0.00       0.00
 38685       0.00       0.00     -80.90       0.00       0.00       0.00
 38686       0.00       0.00     -72.98       0.00       0.00       0.00
 38687       0.00       0.00     -86.29       0.00       0.00       0.00
 38688       0.00       0.00     -88.40       0.00       0.00       0.00
 38689       0.00       0.00     -77.22       0.00       0.00       0.00
 38690       0.00       0.00     -83.10       0.00       0.00       0.00
 38691       0.00       0.00     -65.73       0.00       0.00       0.00
 38692       0.00       0.00     -70.22       0.00       0.00       0.00
 38693       0.00       0.00    -231.95       0.00       0.00       0.00
 38694       0.00       0.00    -250.47       0.00       0.00       0.00
 38695       0.00       0.00    -264.95       0.00       0.00       0.00
 38696       0.00       0.00    -268.81       0.00       0.00       0.00
 38697       0.00       0.00    -267.66       0.00       0.00       0.00
 38698       0.00       0.00    -347.30       0.00       0.00       0.00
 38699       0.00       0.00    -356.71       0.00       0.00       0.00
 38700       0.00       0.00    -311.76       0.00       0.00       0.00
 38701       0.00       0.00    -354.08       0.00       0.00       0.00
 38702       0.00       0.00     -81.15       0.00       0.00       0.00
 38703       0.00       0.00     -71.49       0.00       0.00       0.00
 38704       0.00       0.00     -73.93       0.00       0.00       0.00
 38705       0.00       0.00     -78.12       0.00       0.00       0.00
 38706       0.00       0.00     -86.02       0.00       0.00       0.00
 38707       0.00       0.00     -73.37       0.00       0.00       0.00
 38708       0.00       0.00     -73.89       0.00       0.00       0.00
 38709       0.00       0.00     -85.24       0.00       0.00       0.00
 38710       0.00       0.00     -94.93       0.00       0.00       0.00
 38711       0.00       0.00    -116.24       0.00       0.00       0.00
 38712       0.00       0.00    -101.24       0.00       0.00       0.00
 38713       0.00       0.00    -119.53       0.00       0.00       0.00
 38714       0.00       0.00    -137.20       0.00       0.00       0.00
 38715       0.00       0.00    -108.02       0.00       0.00       0.00
 38716       0.00       0.00     -62.82       0.00       0.00       0.00
 38717       0.00       0.00     -68.49       0.00       0.00       0.00
 38718       0.00       0.00     -66.01       0.00       0.00       0.00
 38719       0.00       0.00     -67.03       0.00       0.00       0.00
 38720       0.00       0.00     -90.32       0.00       0.00       0.00
 38721       0.00       0.00     -71.15       0.00       0.00       0.00
 38722       0.00       0.00    -376.33       0.00       0.00       0.00
 38723       0.00       0.00    -408.18       0.00       0.00       0.00
 38724       0.00       0.00    -319.04       0.00       0.00       0.00
 38725       0.00       0.00    -380.18       0.00       0.00       0.00
 38726       0.00       0.00     -72.89       0.00       0.00       0.00
 38727       0.00       0.00     -78.26       0.00       0.00       0.00
 38728       0.00       0.00     -70.00       0.00       0.00       0.00
 38729       0.00       0.00     -69.12       0.00       0.00       0.00
 38730       0.00       0.00     -60.37       0.00       0.00       0.00
 38731       0.00       0.00     -63.83       0.00       0.00       0.00
 38732       0.00       0.00     -60.03       0.00       0.00       0.00
 38733       0.00       0.00    -269.98       0.00       0.00       0.00
 38734       0.00       0.00    -261.82       0.00       0.00       0.00
 38735       0.00       0.00    -259.70       0.00       0.00       0.00
 38736       0.00       0.00    -255.21       0.00       0.00       0.00
 38737       0.00       0.00    -282.55       0.00       0.00       0.00
 38738       0.00       0.00    -299.88       0.00       0.00       0.00
 38739       0.00       0.00    -282.15       0.00       0.00       0.00
 38740       0.00       0.00    -301.69       0.00       0.00       0.00
 38741       0.00       0.00    -311.03       0.00       0.00       0.00
 38742       0.00       0.00    -310.18       0.00       0.00       0.00
 38743       0.00       0.00    -131.47       0.00       0.00       0.00
 38744       0.00       0.00    -131.60       0.00       0.00       0.00
 38745       0.00       0.00    -113.84       0.00       0.00       0.00
 38746       0.00       0.00     -79.73       0.00       0.00       0.00
 38747       0.00       0.00     -87.15       0.00       0.00       0.00
 38748       0.00       0.00     -65.80       0.00       0.00       0.00
 38749       0.00       0.00     -75.37       0.00       0.00       0.00
 38750       0.00       0.00    -262.89       0.00       0.00       0.00
 38751       0.00       0.00    -270.28       0.00       0.00       0.00
 38752       0.00       0.00    -277.88       0.00       0.00       0.00
 38753       0.00       0.00    -287.27       0.00       0.00       0.00
 38754       0.00       0.00     -63.73       0.00       0.00       0.00
 38755       0.00       0.00     -75.56       0.00       0.00       0.00
 38756       0.00       0.00     -73.43       0.00       0.00       0.00
 38757       0.00       0.00     -71.05       0.00       0.00       0.00
 38758       0.00       0.00     -52.55       0.00       0.00       0.00
 38759       0.00       0.00     -62.51       0.00       0.00       0.00
 38760       0.00       0.00     -56.48       0.00       0.00       0.00
 38761       0.00       0.00    -250.75       0.00       0.00       0.00
 38762       0.00       0.00    -188.01       0.00       0.00       0.00
 38763       0.00       0.00    -210.06       0.00       0.00       0.00
 38764       0.00       0.00    -224.25       0.00       0.00       0.00
 38765       0.00       0.00    -113.19       0.00       0.00       0.00
 38766       0.00       0.00     -79.68       0.00       0.00       0.00
 38767       0.00       0.00     -95.74       0.00       0.00       0.00
 38768       0.00       0.00    -117.42       0.00       0.00       0.00
 38769       0.00       0.00    -150.50       0.00       0.00       0.00
 38770       0.00       0.00    -127.05       0.00       0.00       0.00
 38771       0.00       0.00    -289.82       0.00       0.00       0.00
 38772       0.00       0.00    -246.30       0.00       0.00       0.00
 38773       0.00       0.00    -262.92       0.00       0.00       0.00
 38774       0.00       0.00    -171.17       0.00       0.00       0.00
 38775       0.00       0.00    -207.77       0.00       0.00       0.00
 38776       0.00       0.00    -193.91       0.00       0.00       0.00
 38777       0.00       0.00     -78.51       0.00       0.00       0.00
 38778       0.00       0.00     -61.28       0.00       0.00       0.00
 38779       0.00       0.00     -87.97       0.00       0.00       0.00
 38780       0.00       0.00     -76.91       0.00       0.00       0.00
 38781       0.00       0.00    -191.59       0.00       0.00       0.00
 38782       0.00       0.00    -132.59       0.00       0.00       0.00
 38783       0.00       0.00    -199.54       0.00       0.00       0.00
 38784       0.00       0.00    -168.30       0.00       0.00       0.00
 38785       0.00       0.00    -116.35       0.00       0.00       0.00
 38786       0.00       0.00    -111.20       0.00       0.00       0.00
 38787       0.00       0.00    -108.62       0.00       0.00       0.00
 38788       0.00       0.00     -72.28       0.00       0.00       0.00
 38789       0.00       0.00     -68.77       0.00       0.00       0.00
 38790       0.00       0.00    -120.05       0.00       0.00       0.00
 38791       0.00       0.00    -111.71       0.00       0.00       0.00
 38792       0.00       0.00     -99.23       0.00       0.00       0.00
 38793       0.00       0.00    -314.61       0.00       0.00       0.00
 38794       0.00       0.00    -312.71       0.00       0.00       0.00
 38795       0.00       0.00    -352.21       0.00       0.00       0.00
 38796       0.00       0.00     -80.78       0.00       0.00       0.00
 38797       0.00       0.00    -110.69       0.00       0.00       0.00
 38798       0.00       0.00     -99.80       0.00       0.00       0.00
 38799       0.00       0.00     -90.49       0.00       0.00       0.00
 38800       0.00       0.00     -87.15       0.00       0.00       0.00
 38801       0.00       0.00     -80.71       0.00       0.00       0.00
 38802       0.00       0.00     -68.33       0.00       0.00       0.00
 38803       0.00       0.00    -107.91       0.00       0.00       0.00
 38804       0.00       0.00    -128.17       0.00       0.00       0.00
 38805       0.00       0.00    -111.79       0.00       0.00       0.00
 38806       0.00       0.00    -320.27       0.00       0.00       0.00
 38807       0.00       0.00    -347.44       0.00       0.00       0.00
 38808       0.00       0.00    -306.92       0.00       0.00       0.00
 38809       0.00       0.00    -291.10       0.00       0.00       0.00
 38810       0.00       0.00    -326.80       0.00       0.00       0.00
 38811       0.00       0.00    -213.11       0.00       0.00       0.00
 38812       0.00       0.00    -231.24       0.00       0.00       0.00
 38813       0.00       0.00    -245.31       0.00       0.00       0.00
 38814       0.00       0.00     -80.62       0.00       0.00       0.00
 38815       0.00       0.00     -73.77       0.00       0.00       0.00
 38816       0.00       0.00     -69.07       0.00       0.00       0.00
 38817       0.00       0.00     -92.34       0.00       0.00       0.00
 38818       0.00       0.00    -105.91       0.00       0.00       0.00
 38819       0.00       0.00    -103.28       0.00       0.00       0.00
 38820       0.00       0.00    -242.25       0.00       0.00       0.00
 38821       0.00       0.00    -314.60       0.00       0.00       0.00
 38822       0.00       0.00    -290.70       0.00       0.00       0.00
 38823       0.00       0.00     -77.91       0.00       0.00       0.00
 38824       0.00       0.00     -76.33       0.00       0.00       0.00
 38825       0.00       0.00     -69.95       0.00       0.00       0.00
 38826       0.00       0.00    -308.82       0.00       0.00       0.00
 38827       0.00       0.00    -260.26       0.00       0.00       0.00
 38828       0.00       0.00    -191.03       0.00       0.00       0.00
 38829       0.00       0.00    -252.14       0.00       0.00       0.00
 38830       0.00       0.00    -319.20       0.00       0.00       0.00
 38831       0.00       0.00    -295.39       0.00       0.00       0.00
 38832       0.00       0.00    -307.78       0.00       0.00       0.00
 38833       0.00       0.00    -414.48       0.00       0.00       0.00
 38834       0.00       0.00    -354.92       0.00       0.00       0.00
 38835       0.00       0.00     -75.36       0.00       0.00       0.00
 38836       0.00       0.00     -97.25       0.00       0.00       0.00
 38837       0.00       0.00     -59.42       0.00       0.00       0.00
 38838       0.00       0.00     -73.48       0.00       0.00       0.00
 38839       0.00       0.00    -154.19       0.00       0.00       0.00
 38840       0.00       0.00    -215.42       0.00       0.00       0.00
 38841       0.00       0.00    -209.08       0.00       0.00       0.00
 38842       0.00       0.00    -195.23       0.00       0.00       0.00
 38843       0.00       0.00    -318.83       0.00       0.00       0.00
 38844       0.00       0.00    -243.68       0.00       0.00       0.00
 38845       0.00       0.00    -228.53       0.00       0.00       0.00
 38846       0.00       0.00    -262.91       0.00       0.00       0.00
 38847       0.00       0.00     -89.61       0.00       0.00       0.00
 38848       0.00       0.00     -61.74       0.00       0.00       0.00
 38850       0.00       0.00     -76.66       0.00       0.00       0.00
 38851       0.00       0.00     -75.98       0.00       0.00       0.00
 38852       0.00       0.00     -74.96       0.00       0.00       0.00
 38853       0.00       0.00     -75.88       0.00       0.00       0.00
 38854       0.00       0.00     -66.60       0.00       0.00       0.00
 38855       0.00       0.00     -78.00       0.00       0.00       0.00
 38856       0.00       0.00     -74.51       0.00       0.00       0.00
 38857       0.00       0.00    -199.39       0.00       0.00       0.00
 38858       0.00       0.00    -324.34       0.00       0.00       0.00
 38859       0.00       0.00    -272.70       0.00       0.00       0.00
 38860       0.00       0.00    -129.70       0.00       0.00       0.00
 38861       0.00       0.00    -178.84       0.00       0.00       0.00
 38862       0.00       0.00    -146.50       0.00       0.00       0.00
 38863       0.00       0.00    -160.38       0.00       0.00       0.00
 38864       0.00       0.00     -73.15       0.00       0.00       0.00
 38865       0.00       0.00     -79.89       0.00       0.00       0.00
 38866       0.00       0.00    -110.35       0.00       0.00       0.00
 38867       0.00       0.00    -127.86       0.00       0.00       0.00
 38868       0.00       0.00    -111.59       0.00       0.00       0.00
 38870       0.00       0.00     -86.76       0.00       0.00       0.00
 38871       0.00       0.00     -89.36       0.00       0.00       0.00
 38872       0.00       0.00     -70.57       0.00       0.00       0.00
 38873       0.00       0.00    -147.05       0.00       0.00       0.00
 38874       0.00       0.00    -221.27       0.00       0.00       0.00
 38875       0.00       0.00    -145.59       0.00       0.00       0.00
 38876       0.00       0.00    -182.37       0.00       0.00       0.00
 38877       0.00       0.00    -122.38       0.00       0.00       0.00
 38878       0.00       0.00    -125.10       0.00       0.00       0.00
 38879       0.00       0.00    -118.45       0.00       0.00       0.00
 38880       0.00       0.00    -106.83       0.00       0.00       0.00
 38881       0.00       0.00    -119.67       0.00       0.00       0.00
 38882       0.00       0.00    -202.90       0.00       0.00       0.00
 38883       0.00       0.00    -136.56       0.00       0.00       0.00
 38884       0.00       0.00     -67.06       0.00       0.00       0.00
 38885       0.00       0.00     -93.86       0.00       0.00       0.00
 38886       0.00       0.00    -188.29       0.00       0.00       0.00
 38887       0.00       0.00    -205.59       0.00       0.00       0.00
 38888       0.00       0.00    -246.72       0.00       0.00       0.00
 38889       0.00       0.00    -171.34       0.00       0.00       0.00
 38890       0.00       0.00    -211.11       0.00       0.00       0.00
 38891       0.00       0.00     -86.60       0.00       0.00       0.00
 38892       0.00       0.00     -61.32       0.00       0.00       0.00
 38893       0.00       0.00     -74.72       0.00       0.00       0.00
 38894       0.00       0.00     -87.56       0.00       0.00       0.00
 38895       0.00       0.00     -71.25       0.00       0.00       0.00
 38896       0.00       0.00     -77.66       0.00       0.00       0.00
 38897       0.00       0.00    -162.60       0.00       0.00       0.00
 38898       0.00       0.00    -219.50       0.00       0.00       0.00
 38899       0.00       0.00    -176.62       0.00       0.00       0.00
 38900       0.00       0.00    -189.04       0.00       0.00       0.00
 38901       0.00       0.00    -197.55       0.00       0.00       0.00
 38902       0.00       0.00    -285.54       0.00       0.00       0.00
 38903       0.00       0.00    -256.88       0.00       0.00       0.00
 38904       0.00       0.00    -220.57       0.00       0.00       0.00
 38905       0.00       0.00    -243.59       0.00       0.00       0.00
 38906       0.00       0.00    -205.34       0.00       0.00       0.00
 38907       0.00       0.00    -178.85       0.00       0.00       0.00
 38908       0.00       0.00    -133.34       0.00       0.00       0.00
 38909       0.00       0.00    -166.24       0.00       0.00       0.00
 38910       0.00       0.00     -58.72       0.00       0.00       0.00
 38911       0.00       0.00     -71.60       0.00       0.00       0.00
 38912       0.00       0.00     -72.71       0.00       0.00       0.00
 38913       0.00       0.00     -66.39       0.00       0.00       0.00
 38914       0.00       0.00    -159.25       0.00       0.00       0.00
 38915       0.00       0.00    -193.29       0.00       0.00       0.00
 38916       0.00       0.00    -188.56       0.00       0.00       0.00
 38917       0.00       0.00    -148.60       0.00       0.00       0.00
 38918       0.00       0.00    -170.37       0.00       0.00       0.00
 38919       0.00       0.00    -294.57       0.00       0.00       0.00
 38920       0.00       0.00    -301.28       0.00       0.00       0.00
 38921       0.00       0.00    -251.62       0.00       0.00       0.00
 38922       0.00       0.00    -207.16       0.00       0.00       0.00
 38923       0.00       0.00    -187.12       0.00       0.00       0.00
 38924       0.00       0.00    -220.49       0.00       0.00       0.00
 38925       0.00       0.00    -122.20       0.00       0.00       0.00
 38926       0.00       0.00    -168.42       0.00       0.00       0.00
 38927       0.00       0.00     -59.17       0.00       0.00       0.00
 38928       0.00       0.00     -91.05       0.00       0.00       0.00
 38929       0.00       0.00     -73.29       0.00       0.00       0.00
 38930       0.00       0.00     -65.32       0.00       0.00       0.00
 38931       0.00       0.00     -82.54       0.00       0.00       0.00
 38932       0.00       0.00     -85.62       0.00       0.00       0.00
 38933       0.00       0.00    -103.80       0.00       0.00       0.00
 38934       0.00       0.00     -58.98       0.00       0.00       0.00
 38935       0.00       0.00     -74.49       0.00       0.00       0.00
 38936       0.00       0.00    -154.67       0.00       0.00       0.00
 38937       0.00       0.00    -217.61       0.00       0.00       0.00
 38938       0.00       0.00    -156.65       0.00       0.00       0.00
 38939       0.00       0.00    -117.18       0.00       0.00       0.00
 38940       0.00       0.00    -176.73       0.00       0.00       0.00
 38941       0.00       0.00    -168.35       0.00       0.00       0.00
 38942       0.00       0.00    -318.68       0.00       0.00       0.00
 38943       0.00       0.00    -222.37       0.00       0.00       0.00
 38944       0.00       0.00    -253.92       0.00       0.00       0.00
 38945       0.00       0.00     -56.84       0.00       0.00       0.00
 38946       0.00       0.00     -72.21       0.00       0.00       0.00
 38947       0.00       0.00     -65.21       0.00       0.00       0.00
 38948       0.00       0.00    -157.94       0.00       0.00       0.00
 38949       0.00       0.00    -186.16       0.00       0.00       0.00
 38950       0.00       0.00    -169.89       0.00       0.00       0.00
 38951       0.00       0.00    -178.86       0.00       0.00       0.00
 38952       0.00       0.00    -187.26       0.00       0.00       0.00
 38953       0.00       0.00    -140.64       0.00       0.00       0.00
 38954       0.00       0.00    -131.65       0.00       0.00       0.00
 38955       0.00       0.00     -79.35       0.00       0.00       0.00
 38956       0.00       0.00    -106.13       0.00       0.00       0.00
 38957       0.00       0.00    -182.42       0.00       0.00       0.00
 38958       0.00       0.00     -93.81       0.00       0.00       0.00
 38959       0.00       0.00    -115.88       0.00       0.00       0.00
 38960       0.00       0.00    -243.84       0.00       0.00       0.00
 38961       0.00       0.00    -253.40       0.00       0.00       0.00
 38962       0.00       0.00    -296.72       0.00       0.00       0.00
 38963       0.00       0.00    -272.83       0.00       0.00       0.00
 38964       0.00       0.00    -185.10       0.00       0.00       0.00
 38965       0.00       0.00    -200.48       0.00       0.00       0.00
 38966       0.00       0.00    -174.40       0.00       0.00       0.00
 38967       0.00       0.00    -212.68       0.00       0.00       0.00
 38968       0.00       0.00    -227.60       0.00       0.00       0.00
 38969       0.00       0.00    -204.79       0.00       0.00       0.00
 38970       0.00       0.00    -246.13       0.00       0.00       0.00
 38971       0.00       0.00    -222.12       0.00       0.00       0.00
 38972       0.00       0.00    -323.57       0.00       0.00       0.00
 38973       0.00       0.00    -217.16       0.00       0.00       0.00
 38974       0.00       0.00    -312.89       0.00       0.00       0.00
 38975       0.00       0.00    -119.85       0.00       0.00       0.00
 38976       0.00       0.00    -137.19       0.00       0.00       0.00
 38977       0.00       0.00    -130.78       0.00       0.00       0.00
 38978       0.00       0.00    -318.57       0.00       0.00       0.00
 38979       0.00       0.00    -322.42       0.00       0.00       0.00
 38980       0.00       0.00    -320.12       0.00       0.00       0.00
 38981       0.00       0.00    -302.06       0.00       0.00       0.00
 38982       0.00       0.00    -303.30       0.00       0.00       0.00
 38983       0.00       0.00    -308.84       0.00       0.00       0.00
 38984       0.00       0.00    -310.23       0.00       0.00       0.00
 38986       0.00       0.00     -64.75       0.00       0.00       0.00
 38987       0.00       0.00     -62.99       0.00       0.00       0.00
 38988       0.00       0.00    -364.75       0.00       0.00       0.00
 38989       0.00       0.00    -359.64       0.00       0.00       0.00
 38990       0.00       0.00    -350.76       0.00       0.00       0.00
 38991       0.00       0.00     -67.19       0.00       0.00       0.00
 38992       0.00       0.00     -54.17       0.00       0.00       0.00
 38993       0.00       0.00     -54.48       0.00       0.00       0.00
 38994       0.00       0.00     -67.34       0.00       0.00       0.00
 38995       0.00       0.00     -56.23       0.00       0.00       0.00
 38996       0.00       0.00     -65.32       0.00       0.00       0.00
 38997       0.00       0.00    -296.86       0.00       0.00       0.00
 38998       0.00       0.00    -319.87       0.00       0.00       0.00
 38999       0.00       0.00    -265.27       0.00       0.00       0.00
 39000       0.00       0.00    -162.64       0.00       0.00       0.00
 39001       0.00       0.00    -213.96       0.00       0.00       0.00
 39002       0.00       0.00    -206.05       0.00       0.00       0.00
 39003       0.00       0.00    -162.60       0.00       0.00       0.00
 39004       0.00       0.00    -188.16       0.00       0.00       0.00
 39005       0.00       0.00    -249.66       0.00       0.00       0.00
 39006       0.00       0.00    -167.59       0.00       0.00       0.00
 39007       0.00       0.00    -177.80       0.00       0.00       0.00
 39008       0.00       0.00    -224.44       0.00       0.00       0.00
 39009       0.00       0.00     -81.84       0.00       0.00       0.00
 39010       0.00       0.00     -84.85       0.00       0.00       0.00
 39011       0.00       0.00     -71.70       0.00       0.00       0.00
 39012       0.00       0.00    -254.03       0.00       0.00       0.00
 39013       0.00       0.00    -188.54       0.00       0.00       0.00
 39014       0.00       0.00    -205.39       0.00       0.00       0.00
 39015       0.00       0.00    -145.35       0.00       0.00       0.00
 39016       0.00       0.00    -159.62       0.00       0.00       0.00
 39017       0.00       0.00    -162.91       0.00       0.00       0.00
 39018       0.00       0.00    -193.03       0.00       0.00       0.00
 39019       0.00       0.00    -174.02       0.00       0.00       0.00
 39020       0.00       0.00    -255.08       0.00       0.00       0.00
 39021       0.00       0.00    -267.67       0.00       0.00       0.00
 39022       0.00       0.00    -272.47       0.00       0.00       0.00
 39023       0.00       0.00    -275.76       0.00       0.00       0.00
 39024       0.00       0.00    -276.84       0.00       0.00       0.00
 39025       0.00       0.00    -343.92       0.00       0.00       0.00
 39026       0.00       0.00    -325.41       0.00       0.00       0.00
 39027       0.00       0.00    -263.52       0.00       0.00       0.00
 39028       0.00       0.00    -334.88       0.00       0.00       0.00
 39029       0.00       0.00    -341.33       0.00       0.00       0.00
 39030       0.00       0.00    -186.28       0.00       0.00       0.00
 39031       0.00       0.00    -119.81       0.00       0.00       0.00
 39032       0.00       0.00    -156.61       0.00       0.00       0.00
 39033       0.00       0.00    -157.90       0.00       0.00       0.00
 39034       0.00       0.00    -238.38       0.00       0.00       0.00
 39035       0.00       0.00    -245.81       0.00       0.00       0.00
 39036       0.00       0.00    -324.50       0.00       0.00       0.00
 39037       0.00       0.00    -245.08       0.00       0.00       0.00
 39038       0.00       0.00    -257.41       0.00       0.00       0.00
 39039       0.00       0.00    -289.29       0.00       0.00       0.00
 39040       0.00       0.00    -295.61       0.00       0.00       0.00
 39041       0.00       0.00    -122.85       0.00       0.00       0.00
 39042       0.00       0.00    -118.13       0.00       0.00       0.00
 39043       0.00       0.00     -78.43       0.00       0.00       0.00
 39044       0.00       0.00    -104.10       0.00       0.00       0.00
 39045       0.00       0.00     -87.69       0.00       0.00       0.00
 39046       0.00       0.00     -89.60       0.00       0.00       0.00
 39047       0.00       0.00     -65.49       0.00       0.00       0.00
 39048       0.00       0.00     -75.45       0.00       0.00       0.00
 39049       0.00       0.00     -92.71       0.00       0.00       0.00
 39050       0.00       0.00     -93.28       0.00       0.00       0.00
 39051       0.00       0.00     -90.78       0.00       0.00       0.00
 39052       0.00       0.00    -136.50       0.00       0.00       0.00
 39053       0.00       0.00    -177.34       0.00       0.00       0.00
 39054       0.00       0.00    -178.02       0.00       0.00       0.00
 39055       0.00       0.00    -123.05       0.00       0.00       0.00
 39056       0.00       0.00    -152.17       0.00       0.00       0.00
 39057       0.00       0.00    -175.60       0.00       0.00       0.00
 39058       0.00       0.00    -154.93       0.00       0.00       0.00
 39059       0.00       0.00    -158.59       0.00       0.00       0.00
 39060       0.00       0.00    -297.97       0.00       0.00       0.00
 39061       0.00       0.00    -292.35       0.00       0.00       0.00
 39062       0.00       0.00    -145.89       0.00       0.00       0.00
 39063       0.00       0.00    -113.43       0.00       0.00       0.00
 39064       0.00       0.00    -133.15       0.00       0.00       0.00
 39065       0.00       0.00    -338.84       0.00       0.00       0.00
 39066       0.00       0.00    -329.70       0.00       0.00       0.00
 39067       0.00       0.00    -374.81       0.00       0.00       0.00
 39068       0.00       0.00    -371.80       0.00       0.00       0.00
 39069       0.00       0.00     -89.69       0.00       0.00       0.00
 39070       0.00       0.00    -103.17       0.00       0.00       0.00
 39071       0.00       0.00     -91.90       0.00       0.00       0.00
 39072       0.00       0.00     -76.60       0.00       0.00       0.00
 39073       0.00       0.00     -90.87       0.00       0.00       0.00
 39074       0.00       0.00    -134.90       0.00       0.00       0.00
 39075       0.00       0.00     -82.86       0.00       0.00       0.00
 39076       0.00       0.00     -99.41       0.00       0.00       0.00
 39077       0.00       0.00     -73.59       0.00       0.00       0.00
 39078       0.00       0.00     -75.51       0.00       0.00       0.00
 39079       0.00       0.00     -85.50       0.00       0.00       0.00
 39080       0.00       0.00     -79.15       0.00       0.00       0.00
 39081       0.00       0.00    -217.95       0.00       0.00       0.00
 39082       0.00       0.00    -205.40       0.00       0.00       0.00
 39083       0.00       0.00    -260.10       0.00       0.00       0.00
 39084       0.00       0.00    -282.37       0.00       0.00       0.00
 39085       0.00       0.00    -251.55       0.00       0.00       0.00
 39086       0.00       0.00    -293.88       0.00       0.00       0.00
 39087       0.00       0.00    -298.39       0.00       0.00       0.00
 39088       0.00       0.00    -360.32       0.00       0.00       0.00
 39089       0.00       0.00    -341.01       0.00       0.00       0.00
 39090       0.00       0.00    -157.26       0.00       0.00       0.00
 39091       0.00       0.00    -158.43       0.00       0.00       0.00
 39092       0.00       0.00    -176.89       0.00       0.00       0.00
 39093       0.00       0.00    -145.20       0.00       0.00       0.00
 39094       0.00       0.00    -205.57       0.00       0.00       0.00
 39095       0.00       0.00    -179.56       0.00       0.00       0.00
 39096       0.00       0.00    -193.02       0.00       0.00       0.00
 39097       0.00       0.00     -54.28       0.00       0.00       0.00
 39098       0.00       0.00     -69.48       0.00       0.00       0.00
 39099       0.00       0.00     -57.27       0.00       0.00       0.00
 39100       0.00       0.00    -122.55       0.00       0.00       0.00
 39101       0.00       0.00    -131.74       0.00       0.00       0.00
 39102       0.00       0.00    -213.50       0.00       0.00       0.00
 39103       0.00       0.00    -187.28       0.00       0.00       0.00
 39104       0.00       0.00    -169.37       0.00       0.00       0.00
 39105       0.00       0.00    -241.61       0.00       0.00       0.00
 39106       0.00       0.00    -310.66       0.00       0.00       0.00
 39107       0.00       0.00    -248.65       0.00       0.00       0.00
 39108       0.00       0.00    -291.08       0.00       0.00       0.00
 39109       0.00       0.00     -72.92       0.00       0.00       0.00
 39110       0.00       0.00     -61.14       0.00       0.00       0.00
 39111       0.00       0.00     -77.69       0.00       0.00       0.00
 39112       0.00       0.00     -70.82       0.00       0.00       0.00
 39113       0.00       0.00    -343.53       0.00       0.00       0.00
 39114       0.00       0.00    -348.93       0.00       0.00       0.00
 39115       0.00       0.00    -411.80       0.00       0.00       0.00
 39116       0.00       0.00    -362.83       0.00       0.00       0.00
 39117       0.00       0.00    -365.55       0.00       0.00       0.00
 39118       0.00       0.00    -289.46       0.00       0.00       0.00
 39119       0.00       0.00    -229.69       0.00       0.00       0.00
 39120       0.00       0.00    -329.72       0.00       0.00       0.00
 39121       0.00       0.00    -180.28       0.00       0.00       0.00
 39122       0.00       0.00    -260.92       0.00       0.00       0.00
 39123       0.00       0.00    -272.66       0.00       0.00       0.00
 39124       0.00       0.00    -238.52       0.00       0.00       0.00
 39125       0.00       0.00     -77.57       0.00       0.00       0.00
 39126       0.00       0.00     -98.50       0.00       0.00       0.00
 39127       0.00       0.00    -130.67       0.00       0.00       0.00
 39128       0.00       0.00    -100.79       0.00       0.00       0.00
 39129       0.00       0.00     -57.19       0.00       0.00       0.00
 39130       0.00       0.00     -50.46       0.00       0.00       0.00
 39131       0.00       0.00     -60.32       0.00       0.00       0.00
 39132       0.00       0.00    -206.84       0.00       0.00       0.00
 39133       0.00       0.00    -250.59       0.00       0.00       0.00
 39134       0.00       0.00    -163.69       0.00       0.00       0.00
 39135       0.00       0.00    -243.51       0.00       0.00       0.00
 39136       0.00       0.00    -150.92       0.00       0.00       0.00
 39137       0.00       0.00    -119.50       0.00       0.00       0.00
 39138       0.00       0.00    -150.22       0.00       0.00       0.00
 39139       0.00       0.00    -427.98       0.00       0.00       0.00
 39140       0.00       0.00    -364.11       0.00       0.00       0.00
 39141       0.00       0.00    -348.81       0.00       0.00       0.00
 39142       0.00       0.00    -336.95       0.00       0.00       0.00
 39143       0.00       0.00    -370.82       0.00       0.00       0.00
 39144       0.00       0.00    -173.42       0.00       0.00       0.00
 39145       0.00       0.00    -171.74       0.00       0.00       0.00
 39146       0.00       0.00    -184.47       0.00       0.00       0.00
 39147       0.00       0.00     -90.81       0.00       0.00       0.00
 39148       0.00       0.00     -82.33       0.00       0.00       0.00
 39149       0.00       0.00     -96.80       0.00       0.00       0.00
 39150       0.00       0.00    -149.11       0.00       0.00       0.00
