Applied Nodal Loadvector Loadcase      2
  Node     PXX[N]     PYY[N]     PZZ[N]    MXX[Nm]    MYY[Nm]    MZZ[Nm]
  8042       0.00       0.00    -297.61       0.00       0.00       0.00
  8043       0.00       0.00    -344.56       0.00       0.00       0.00
  8044       0.00       0.00    -129.05       0.00       0.00       0.00
  8045       0.00       0.00    -156.70       0.00       0.00       0.00
  8046       0.00       0.00    -215.28       0.00       0.00       0.00
  8047       0.00       0.00    -266.20       0.00       0.00       0.00
  8048       0.00       0.00    -326.94       0.00       0.00       0.00
  8049       0.00       0.00    -370.37       0.00       0.00       0.00
  8050       0.00       0.00    -381.94       0.00       0.00       0.00
  8051       0.00       0.00    -410.37       0.00       0.00       0.00
  8052       0.00       0.00    -472.86       0.00       0.00       0.00
  8053       0.00       0.00    -576.96       0.00       0.00       0.00
  8054       0.00       0.00    -457.85       0.00       0.00       0.00
  8055       0.00       0.00    -458.87       0.00       0.00       0.00
  8056       0.00       0.00    -512.15       0.00       0.00       0.00
  8057       0.00       0.00    -515.22       0.00       0.00       0.00
  8058       0.00       0.00    -462.99       0.00       0.00       0.00
  8059       0.00       0.00    -490.69       0.00       0.00       0.00
  8060       0.00       0.00    -191.79       0.00       0.00       0.00
  8231       0.00       0.00     -91.94       0.00       0.00       0.00
  8232       0.00       0.00    -112.54       0.00       0.00       0.00
  8233       0.00       0.00    -134.48       0.00       0.00       0.00
  8234       0.00       0.00    -130.93       0.00       0.00       0.00
  8235       0.00       0.00    -116.85       0.00       0.00       0.00
  8236       0.00       0.00     -98.47       0.00       0.00       0.00
  8237       0.00       0.00     -79.25       0.00       0.00       0.00
  8238       0.00       0.00     -68.31       0.00       0.00       0.00
  8239       0.00       0.00     -65.91       0.00       0.00       0.00
  8240       0.00       0.00    -116.42       0.00       0.00       0.00
  8241       0.00       0.00     -98.97       0.00       0.00       0.00
  8242       0.00       0.00    -117.31       0.00       0.00       0.00
  8243       0.00       0.00    -143.49       0.00       0.00       0.00
  8244       0.00       0.00    -229.78       0.00       0.00       0.00
  8245       0.00       0.00    -199.74       0.00       0.00       0.00
  8246       0.00       0.00    -224.76       0.00       0.00       0.00
  8247       0.00       0.00    -258.05       0.00       0.00       0.00
  8248       0.00       0.00    -260.51       0.00       0.00       0.00
  8249       0.00       0.00    -235.40       0.00       0.00       0.00
  8250       0.00       0.00    -211.01       0.00       0.00       0.00
  8251       0.00       0.00    -171.32       0.00       0.00       0.00
  8252       0.00       0.00    -136.01       0.00       0.00       0.00
  8253       0.00       0.00    -128.16       0.00       0.00       0.00
  8254       0.00       0.00    -100.95       0.00       0.00       0.00
  8255       0.00       0.00     -72.74       0.00       0.00       0.00
  8261       0.00       0.00     -64.21       0.00       0.00       0.00
  8262       0.00       0.00     -54.67       0.00       0.00       0.00
  8264       0.00       0.00     -59.11       0.00       0.00       0.00
  8265       0.00       0.00     -71.14       0.00       0.00       0.00
  8266       0.00       0.00     -74.80       0.00       0.00       0.00
  8267       0.00       0.00     -77.84       0.00       0.00       0.00
  8268       0.00       0.00     -86.05       0.00       0.00       0.00
  8269       0.00       0.00     -98.43       0.00       0.00       0.00
  8270       0.00       0.00    -116.55       0.00       0.00       0.00
  8271       0.00       0.00    -140.07       0.00       0.00       0.00
  8272       0.00       0.00    -207.58       0.00       0.00       0.00
  8273       0.00       0.00    -161.28       0.00       0.00       0.00
  8274       0.00       0.00    -145.66       0.00       0.00       0.00
  8275       0.00       0.00    -128.71       0.00       0.00       0.00
  8276       0.00       0.00    -248.30       0.00       0.00       0.00
  8277       0.00       0.00    -201.64       0.00       0.00       0.00
  8278       0.00       0.00    -197.82       0.00       0.00       0.00
  8279       0.00       0.00    -189.85       0.00       0.00       0.00
  8280       0.00       0.00    -214.34       0.00       0.00       0.00
  8281       0.00       0.00    -234.67       0.00       0.00       0.00
  8282       0.00       0.00    -237.11       0.00       0.00       0.00
  8283       0.00       0.00    -235.16       0.00       0.00       0.00
  8284       0.00       0.00    -227.90       0.00       0.00       0.00
  8285       0.00       0.00    -202.48       0.00       0.00       0.00
  8286       0.00       0.00    -173.69       0.00       0.00       0.00
  8287       0.00       0.00    -163.60       0.00       0.00       0.00
  8288       0.00       0.00    -147.10       0.00       0.00       0.00
  8289       0.00       0.00    -125.07       0.00       0.00       0.00
  8290       0.00       0.00    -104.35       0.00       0.00       0.00
  8291       0.00       0.00     -84.79       0.00       0.00       0.00
  8378       0.00       0.00     -91.42       0.00       0.00       0.00
  8379       0.00       0.00    -107.50       0.00       0.00       0.00
  8380       0.00       0.00     -91.24       0.00       0.00       0.00
  8381       0.00       0.00     -80.80       0.00       0.00       0.00
  8382       0.00       0.00     -71.47       0.00       0.00       0.00
  8411       0.00       0.00     -97.21       0.00       0.00       0.00
  8412       0.00       0.00    -110.02       0.00       0.00       0.00
  8413       0.00       0.00    -142.94       0.00       0.00       0.00
  8414       0.00       0.00    -173.69       0.00       0.00       0.00
  8415       0.00       0.00    -185.62       0.00       0.00       0.00
  8416       0.00       0.00    -170.60       0.00       0.00       0.00
  8417       0.00       0.00    -150.54       0.00       0.00       0.00
  8418       0.00       0.00    -131.74       0.00       0.00       0.00
  8419       0.00       0.00    -119.26       0.00       0.00       0.00
  8420       0.00       0.00    -109.28       0.00       0.00       0.00
  8421       0.00       0.00     -96.47       0.00       0.00       0.00
  8424       0.00       0.00    -123.89       0.00       0.00       0.00
  8425       0.00       0.00    -160.36       0.00       0.00       0.00
  8426       0.00       0.00    -200.10       0.00       0.00       0.00
  8427       0.00       0.00    -214.91       0.00       0.00       0.00
  8428       0.00       0.00    -197.80       0.00       0.00       0.00
  8429       0.00       0.00    -157.04       0.00       0.00       0.00
  8430       0.00       0.00    -121.54       0.00       0.00       0.00
  8435       0.00       0.00     -56.06       0.00       0.00       0.00
  8436       0.00       0.00     -68.56       0.00       0.00       0.00
  8437       0.00       0.00    -140.76       0.00       0.00       0.00
  8438       0.00       0.00    -171.06       0.00       0.00       0.00
  8439       0.00       0.00    -175.15       0.00       0.00       0.00
  8440       0.00       0.00    -163.93       0.00       0.00       0.00
  8441       0.00       0.00    -148.23       0.00       0.00       0.00
  8442       0.00       0.00    -122.57       0.00       0.00       0.00
  8443       0.00       0.00    -113.92       0.00       0.00       0.00
  8444       0.00       0.00     -90.04       0.00       0.00       0.00
  8445       0.00       0.00    -109.18       0.00       0.00       0.00
  8446       0.00       0.00    -120.01       0.00       0.00       0.00
  8447       0.00       0.00     -77.25       0.00       0.00       0.00
  8448       0.00       0.00     -89.17       0.00       0.00       0.00
  8449       0.00       0.00    -119.39       0.00       0.00       0.00
  8450       0.00       0.00    -145.94       0.00       0.00       0.00
  8451       0.00       0.00    -152.64       0.00       0.00       0.00
  8452       0.00       0.00    -138.88       0.00       0.00       0.00
  8453       0.00       0.00    -123.49       0.00       0.00       0.00
  8524       0.00       0.00    -107.98       0.00       0.00       0.00
  8525       0.00       0.00     -78.81       0.00       0.00       0.00
  8526       0.00       0.00     -59.91       0.00       0.00       0.00
  8528       0.00       0.00    -241.29       0.00       0.00       0.00
  8529       0.00       0.00    -149.52       0.00       0.00       0.00
  8530       0.00       0.00    -104.78       0.00       0.00       0.00
  8531       0.00       0.00     -72.71       0.00       0.00       0.00
  8532       0.00       0.00     -96.26       0.00       0.00       0.00
  8533       0.00       0.00     -99.47       0.00       0.00       0.00
  8534       0.00       0.00    -102.18       0.00       0.00       0.00
  8535       0.00       0.00    -104.16       0.00       0.00       0.00
  8536       0.00       0.00    -100.62       0.00       0.00       0.00
  8537       0.00       0.00     -94.67       0.00       0.00       0.00
  8538       0.00       0.00     -98.31       0.00       0.00       0.00
  8539       0.00       0.00    -122.54       0.00       0.00       0.00
  8540       0.00       0.00    -146.48       0.00       0.00       0.00
  8541       0.00       0.00    -146.02       0.00       0.00       0.00
  8542       0.00       0.00     -96.80       0.00       0.00       0.00
  8543       0.00       0.00    -106.19       0.00       0.00       0.00
  8544       0.00       0.00    -124.07       0.00       0.00       0.00
  8545       0.00       0.00    -136.01       0.00       0.00       0.00
  8546       0.00       0.00    -120.74       0.00       0.00       0.00
  8547       0.00       0.00     -82.94       0.00       0.00       0.00
  8550       0.00       0.00     -53.22       0.00       0.00       0.00
  8551       0.00       0.00    -147.52       0.00       0.00       0.00
  8552       0.00       0.00     -60.05       0.00       0.00       0.00
  8553       0.00       0.00    -111.16       0.00       0.00       0.00
  8554       0.00       0.00    -113.92       0.00       0.00       0.00
  8555       0.00       0.00    -114.26       0.00       0.00       0.00
  8556       0.00       0.00    -107.43       0.00       0.00       0.00
  8557       0.00       0.00    -103.68       0.00       0.00       0.00
  8558       0.00       0.00     -63.25       0.00       0.00       0.00
  8559       0.00       0.00     -90.14       0.00       0.00       0.00
  8560       0.00       0.00    -120.16       0.00       0.00       0.00
  8561       0.00       0.00    -137.36       0.00       0.00       0.00
  8562       0.00       0.00    -154.71       0.00       0.00       0.00
  8563       0.00       0.00    -236.36       0.00       0.00       0.00
  8564       0.00       0.00    -146.22       0.00       0.00       0.00
  8565       0.00       0.00    -133.73       0.00       0.00       0.00
  8566       0.00       0.00    -137.78       0.00       0.00       0.00
  8567       0.00       0.00    -106.18       0.00       0.00       0.00
  8568       0.00       0.00     -77.77       0.00       0.00       0.00
  8569       0.00       0.00    -213.76       0.00       0.00       0.00
  8570       0.00       0.00    -108.96       0.00       0.00       0.00
  8571       0.00       0.00    -129.62       0.00       0.00       0.00
  8572       0.00       0.00    -152.26       0.00       0.00       0.00
  8573       0.00       0.00    -111.25       0.00       0.00       0.00
  8574       0.00       0.00    -124.64       0.00       0.00       0.00
  8575       0.00       0.00    -140.44       0.00       0.00       0.00
  8576       0.00       0.00    -139.94       0.00       0.00       0.00
  8577       0.00       0.00    -131.99       0.00       0.00       0.00
  8578       0.00       0.00    -136.33       0.00       0.00       0.00
  8579       0.00       0.00    -155.56       0.00       0.00       0.00
  8580       0.00       0.00     -58.61       0.00       0.00       0.00
  8581       0.00       0.00    -126.93       0.00       0.00       0.00
  8582       0.00       0.00     -58.57       0.00       0.00       0.00
  8583       0.00       0.00     -61.66       0.00       0.00       0.00
  8584       0.00       0.00     -65.41       0.00       0.00       0.00
  8585       0.00       0.00     -62.38       0.00       0.00       0.00
  8586       0.00       0.00     -58.55       0.00       0.00       0.00
  8587       0.00       0.00    -103.49       0.00       0.00       0.00
  8588       0.00       0.00     -54.37       0.00       0.00       0.00
  8591       0.00       0.00    -111.75       0.00       0.00       0.00
  8592       0.00       0.00    -100.90       0.00       0.00       0.00
  8593       0.00       0.00    -103.71       0.00       0.00       0.00
  8594       0.00       0.00    -102.74       0.00       0.00       0.00
  8595       0.00       0.00    -108.38       0.00       0.00       0.00
  9234       0.00       0.00    -224.88       0.00       0.00       0.00
  9235       0.00       0.00    -215.22       0.00       0.00       0.00
  9236       0.00       0.00    -192.03       0.00       0.00       0.00
  9237       0.00       0.00    -215.35       0.00       0.00       0.00
  9238       0.00       0.00    -229.08       0.00       0.00       0.00
  9239       0.00       0.00    -211.95       0.00       0.00       0.00
  9240       0.00       0.00    -177.34       0.00       0.00       0.00
  9277       0.00       0.00    -150.37       0.00       0.00       0.00
  9291       0.00       0.00     -51.68       0.00       0.00       0.00
  9301       0.00       0.00    -195.96       0.00       0.00       0.00
  9318       0.00       0.00    -102.81       0.00       0.00       0.00
  9523       0.00       0.00     -57.51       0.00       0.00       0.00
  9524       0.00       0.00     -51.78       0.00       0.00       0.00
  9585       0.00       0.00     -76.67       0.00       0.00       0.00
  9586       0.00       0.00     -85.93       0.00       0.00       0.00
  9587       0.00       0.00     -92.38       0.00       0.00       0.00
  9588       0.00       0.00    -164.98       0.00       0.00       0.00
  9589       0.00       0.00    -122.57       0.00       0.00       0.00
  9590       0.00       0.00    -150.57       0.00       0.00       0.00
  9591       0.00       0.00    -185.28       0.00       0.00       0.00
  9592       0.00       0.00    -200.61       0.00       0.00       0.00
  9593       0.00       0.00     -83.87       0.00       0.00       0.00
  9628       0.00       0.00     -80.19       0.00       0.00       0.00
  9629       0.00       0.00     -85.80       0.00       0.00       0.00
  9630       0.00       0.00     -94.23       0.00       0.00       0.00
  9631       0.00       0.00    -125.14       0.00       0.00       0.00
  9632       0.00       0.00    -157.17       0.00       0.00       0.00
  9633       0.00       0.00    -188.75       0.00       0.00       0.00
  9634       0.00       0.00    -229.12       0.00       0.00       0.00
  9635       0.00       0.00    -331.57       0.00       0.00       0.00
  9636       0.00       0.00    -191.63       0.00       0.00       0.00
  9637       0.00       0.00    -183.50       0.00       0.00       0.00
  9638       0.00       0.00    -201.72       0.00       0.00       0.00
  9639       0.00       0.00    -200.39       0.00       0.00       0.00
  9640       0.00       0.00    -180.80       0.00       0.00       0.00
  9641       0.00       0.00    -160.58       0.00       0.00       0.00
  9642       0.00       0.00    -139.70       0.00       0.00       0.00
  9643       0.00       0.00    -114.35       0.00       0.00       0.00
  9644       0.00       0.00     -91.57       0.00       0.00       0.00
  9645       0.00       0.00     -68.55       0.00       0.00       0.00
  9646       0.00       0.00     -55.29       0.00       0.00       0.00
  9648       0.00       0.00     -70.69       0.00       0.00       0.00
  9649       0.00       0.00    -105.55       0.00       0.00       0.00
  9650       0.00       0.00    -139.89       0.00       0.00       0.00
  9651       0.00       0.00    -168.20       0.00       0.00       0.00
  9652       0.00       0.00    -199.76       0.00       0.00       0.00
  9653       0.00       0.00    -228.71       0.00       0.00       0.00
  9654       0.00       0.00    -261.31       0.00       0.00       0.00
  9655       0.00       0.00    -168.98       0.00       0.00       0.00
  9656       0.00       0.00    -166.11       0.00       0.00       0.00
  9657       0.00       0.00    -166.90       0.00       0.00       0.00
  9658       0.00       0.00    -189.93       0.00       0.00       0.00
  9659       0.00       0.00    -104.40       0.00       0.00       0.00
  9673       0.00       0.00     -79.07       0.00       0.00       0.00
  9674       0.00       0.00     -83.50       0.00       0.00       0.00
  9675       0.00       0.00    -101.71       0.00       0.00       0.00
  9676       0.00       0.00    -140.07       0.00       0.00       0.00
  9677       0.00       0.00    -181.48       0.00       0.00       0.00
  9678       0.00       0.00    -208.06       0.00       0.00       0.00
  9679       0.00       0.00    -208.55       0.00       0.00       0.00
  9680       0.00       0.00    -164.72       0.00       0.00       0.00
  9681       0.00       0.00    -120.64       0.00       0.00       0.00
  9691       0.00       0.00    -213.42       0.00       0.00       0.00
  9692       0.00       0.00    -230.70       0.00       0.00       0.00
  9693       0.00       0.00    -223.81       0.00       0.00       0.00
  9694       0.00       0.00    -197.78       0.00       0.00       0.00
  9695       0.00       0.00    -184.24       0.00       0.00       0.00
  9705       0.00       0.00    -184.63       0.00       0.00       0.00
  9706       0.00       0.00    -199.88       0.00       0.00       0.00
  9707       0.00       0.00    -262.96       0.00       0.00       0.00
  9708       0.00       0.00    -360.56       0.00       0.00       0.00
  9709       0.00       0.00    -404.97       0.00       0.00       0.00
  9710       0.00       0.00    -375.80       0.00       0.00       0.00
  9711       0.00       0.00    -336.77       0.00       0.00       0.00
  9730       0.00       0.00    -137.43       0.00       0.00       0.00
  9731       0.00       0.00    -127.29       0.00       0.00       0.00
  9732       0.00       0.00    -120.13       0.00       0.00       0.00
  9733       0.00       0.00    -286.95       0.00       0.00       0.00
  9734       0.00       0.00    -192.89       0.00       0.00       0.00
  9757       0.00       0.00    -344.72       0.00       0.00       0.00
  9758       0.00       0.00    -436.46       0.00       0.00       0.00
  9759       0.00       0.00    -494.93       0.00       0.00       0.00
  9760       0.00       0.00    -597.93       0.00       0.00       0.00
  9761       0.00       0.00    -460.29       0.00       0.00       0.00
  9762       0.00       0.00    -534.19       0.00       0.00       0.00
  9763       0.00       0.00    -260.84       0.00       0.00       0.00
  9764       0.00       0.00    -211.31       0.00       0.00       0.00
  9765       0.00       0.00    -320.52       0.00       0.00       0.00
  9766       0.00       0.00    -347.50       0.00       0.00       0.00
  9767       0.00       0.00    -418.26       0.00       0.00       0.00
  9768       0.00       0.00    -465.57       0.00       0.00       0.00
  9769       0.00       0.00    -444.65       0.00       0.00       0.00
  9770       0.00       0.00    -321.37       0.00       0.00       0.00
  9771       0.00       0.00    -314.20       0.00       0.00       0.00
  9772       0.00       0.00    -314.31       0.00       0.00       0.00
  9773       0.00       0.00    -311.79       0.00       0.00       0.00
  9774       0.00       0.00    -384.65       0.00       0.00       0.00
  9775       0.00       0.00    -442.12       0.00       0.00       0.00
  9776       0.00       0.00    -447.01       0.00       0.00       0.00
  9777       0.00       0.00    -576.33       0.00       0.00       0.00
  9778       0.00       0.00    -308.31       0.00       0.00       0.00
  9779       0.00       0.00    -272.12       0.00       0.00       0.00
  9780       0.00       0.00    -245.70       0.00       0.00       0.00
  9807       0.00       0.00    -131.78       0.00       0.00       0.00
  9808       0.00       0.00    -137.16       0.00       0.00       0.00
  9809       0.00       0.00    -132.55       0.00       0.00       0.00
  9810       0.00       0.00    -330.28       0.00       0.00       0.00
  9811       0.00       0.00    -339.18       0.00       0.00       0.00
  9812       0.00       0.00    -383.14       0.00       0.00       0.00
  9813       0.00       0.00    -430.37       0.00       0.00       0.00
  9814       0.00       0.00    -403.18       0.00       0.00       0.00
  9815       0.00       0.00    -341.14       0.00       0.00       0.00
  9825       0.00       0.00    -229.72       0.00       0.00       0.00
  9826       0.00       0.00    -202.63       0.00       0.00       0.00
  9827       0.00       0.00    -173.74       0.00       0.00       0.00
  9828       0.00       0.00    -193.53       0.00       0.00       0.00
  9829       0.00       0.00    -206.67       0.00       0.00       0.00
  9830       0.00       0.00    -199.31       0.00       0.00       0.00
  9831       0.00       0.00    -190.78       0.00       0.00       0.00
  9832       0.00       0.00    -173.21       0.00       0.00       0.00
  9833       0.00       0.00    -156.39       0.00       0.00       0.00
  9834       0.00       0.00    -187.87       0.00       0.00       0.00
  9835       0.00       0.00    -226.38       0.00       0.00       0.00
  9845       0.00       0.00    -214.86       0.00       0.00       0.00
  9846       0.00       0.00    -226.73       0.00       0.00       0.00
  9847       0.00       0.00    -215.60       0.00       0.00       0.00
  9848       0.00       0.00    -180.72       0.00       0.00       0.00
  9849       0.00       0.00    -144.26       0.00       0.00       0.00
  9850       0.00       0.00    -154.05       0.00       0.00       0.00
  9851       0.00       0.00    -171.78       0.00       0.00       0.00
  9852       0.00       0.00    -180.32       0.00       0.00       0.00
  9853       0.00       0.00    -188.69       0.00       0.00       0.00
  9881       0.00       0.00    -106.09       0.00       0.00       0.00
  9882       0.00       0.00    -113.53       0.00       0.00       0.00
  9883       0.00       0.00    -115.55       0.00       0.00       0.00
  9917       0.00       0.00     -52.67       0.00       0.00       0.00
  9918       0.00       0.00     -57.98       0.00       0.00       0.00
  9919       0.00       0.00     -61.54       0.00       0.00       0.00
  9920       0.00       0.00     -64.60       0.00       0.00       0.00
  9921       0.00       0.00     -60.34       0.00       0.00       0.00
  9922       0.00       0.00     -54.25       0.00       0.00       0.00
  9923       0.00       0.00     -72.42       0.00       0.00       0.00
  9924       0.00       0.00     -71.80       0.00       0.00       0.00
  9925       0.00       0.00     -84.32       0.00       0.00       0.00
  9926       0.00       0.00    -304.10       0.00       0.00       0.00
  9927       0.00       0.00    -131.11       0.00       0.00       0.00
  9928       0.00       0.00     -50.75       0.00       0.00       0.00
  9929       0.00       0.00     -56.07       0.00       0.00       0.00
  9930       0.00       0.00     -57.12       0.00       0.00       0.00
  9931       0.00       0.00     -57.72       0.00       0.00       0.00
  9932       0.00       0.00     -57.96       0.00       0.00       0.00
  9933       0.00       0.00     -56.05       0.00       0.00       0.00
  9934       0.00       0.00     -53.62       0.00       0.00       0.00
  9935       0.00       0.00     -51.74       0.00       0.00       0.00
 10300       0.00       0.00    -163.10       0.00       0.00       0.00
 10301       0.00       0.00    -160.69       0.00       0.00       0.00
 10302       0.00       0.00    -157.92       0.00       0.00       0.00
 10303       0.00       0.00    -138.40       0.00       0.00       0.00
 10304       0.00       0.00    -108.49       0.00       0.00       0.00
 10314       0.00       0.00     -67.63       0.00       0.00       0.00
 10315       0.00       0.00     -95.37       0.00       0.00       0.00
 10316       0.00       0.00    -129.35       0.00       0.00       0.00
 10355       0.00       0.00    -114.11       0.00       0.00       0.00
 10356       0.00       0.00    -120.87       0.00       0.00       0.00
 10357       0.00       0.00    -113.44       0.00       0.00       0.00
 10358       0.00       0.00    -178.64       0.00       0.00       0.00
 10359       0.00       0.00    -267.27       0.00       0.00       0.00
 10360       0.00       0.00    -340.71       0.00       0.00       0.00
 10361       0.00       0.00    -387.22       0.00       0.00       0.00
 10362       0.00       0.00    -369.34       0.00       0.00       0.00
 10363       0.00       0.00    -330.66       0.00       0.00       0.00
 10364       0.00       0.00    -287.52       0.00       0.00       0.00
 10365       0.00       0.00    -266.49       0.00       0.00       0.00
 10366       0.00       0.00    -219.96       0.00       0.00       0.00
 10367       0.00       0.00    -167.89       0.00       0.00       0.00
 10377       0.00       0.00    -183.78       0.00       0.00       0.00
 10378       0.00       0.00    -223.52       0.00       0.00       0.00
 10379       0.00       0.00    -233.36       0.00       0.00       0.00
 10398       0.00       0.00    -176.21       0.00       0.00       0.00
 10399       0.00       0.00    -191.15       0.00       0.00       0.00
 10400       0.00       0.00    -199.65       0.00       0.00       0.00
 10401       0.00       0.00    -200.84       0.00       0.00       0.00
 10402       0.00       0.00    -207.47       0.00       0.00       0.00
 10500       0.00       0.00     -57.31       0.00       0.00       0.00
 10501       0.00       0.00     -64.76       0.00       0.00       0.00
 10502       0.00       0.00     -65.81       0.00       0.00       0.00
 10503       0.00       0.00     -67.72       0.00       0.00       0.00
 10504       0.00       0.00     -72.31       0.00       0.00       0.00
 10505       0.00       0.00     -73.84       0.00       0.00       0.00
 10506       0.00       0.00     -72.60       0.00       0.00       0.00
 10507       0.00       0.00     -66.75       0.00       0.00       0.00
 10508       0.00       0.00     -62.23       0.00       0.00       0.00
 10520       0.00       0.00     -94.17       0.00       0.00       0.00
 10521       0.00       0.00    -110.68       0.00       0.00       0.00
 10522       0.00       0.00    -135.44       0.00       0.00       0.00
 10523       0.00       0.00    -155.66       0.00       0.00       0.00
 10524       0.00       0.00    -159.43       0.00       0.00       0.00
 10525       0.00       0.00    -156.32       0.00       0.00       0.00
 10526       0.00       0.00    -164.57       0.00       0.00       0.00
 10527       0.00       0.00    -221.94       0.00       0.00       0.00
 10528       0.00       0.00     -91.11       0.00       0.00       0.00
 10540       0.00       0.00    -111.07       0.00       0.00       0.00
 10541       0.00       0.00     -51.42       0.00       0.00       0.00
 10542       0.00       0.00     -71.15       0.00       0.00       0.00
 10543       0.00       0.00    -100.36       0.00       0.00       0.00
 10544       0.00       0.00    -113.59       0.00       0.00       0.00
 10545       0.00       0.00    -134.00       0.00       0.00       0.00
 10546       0.00       0.00    -142.34       0.00       0.00       0.00
 10547       0.00       0.00    -137.67       0.00       0.00       0.00
 10548       0.00       0.00    -266.59       0.00       0.00       0.00
 10549       0.00       0.00    -158.52       0.00       0.00       0.00
 10550       0.00       0.00    -135.14       0.00       0.00       0.00
 10551       0.00       0.00    -122.12       0.00       0.00       0.00
 10613       0.00       0.00    -212.33       0.00       0.00       0.00
 10614       0.00       0.00    -251.41       0.00       0.00       0.00
 10615       0.00       0.00    -284.63       0.00       0.00       0.00
 10616       0.00       0.00    -301.45       0.00       0.00       0.00
 10617       0.00       0.00    -306.29       0.00       0.00       0.00
 10618       0.00       0.00    -303.38       0.00       0.00       0.00
 10619       0.00       0.00    -298.03       0.00       0.00       0.00
 10620       0.00       0.00    -390.41       0.00       0.00       0.00
 10621       0.00       0.00    -244.15       0.00       0.00       0.00
 10642       0.00       0.00    -152.88       0.00       0.00       0.00
 10643       0.00       0.00    -159.45       0.00       0.00       0.00
 10644       0.00       0.00    -173.47       0.00       0.00       0.00
 10686       0.00       0.00     -86.49       0.00       0.00       0.00
 10687       0.00       0.00     -91.13       0.00       0.00       0.00
 10688       0.00       0.00     -87.52       0.00       0.00       0.00
 10700       0.00       0.00     -74.31       0.00       0.00       0.00
 10701       0.00       0.00     -80.15       0.00       0.00       0.00
 10702       0.00       0.00     -80.24       0.00       0.00       0.00
 10736       0.00       0.00     -51.16       0.00       0.00       0.00
 10737       0.00       0.00     -55.71       0.00       0.00       0.00
 10738       0.00       0.00     -53.40       0.00       0.00       0.00
 10746       0.00       0.00     -55.79       0.00       0.00       0.00
 10759       0.00       0.00     -53.27       0.00       0.00       0.00
 10760       0.00       0.00     -72.29       0.00       0.00       0.00
 10761       0.00       0.00     -83.40       0.00       0.00       0.00
 10762       0.00       0.00     -81.12       0.00       0.00       0.00
 10763       0.00       0.00     -74.86       0.00       0.00       0.00
 10764       0.00       0.00     -62.73       0.00       0.00       0.00
 10765       0.00       0.00     -50.18       0.00       0.00       0.00
 10768       0.00       0.00     -83.78       0.00       0.00       0.00
 10769       0.00       0.00     -66.53       0.00       0.00       0.00
 10795       0.00       0.00    -194.63       0.00       0.00       0.00
 10796       0.00       0.00    -177.05       0.00       0.00       0.00
 10797       0.00       0.00    -232.82       0.00       0.00       0.00
 10798       0.00       0.00    -263.41       0.00       0.00       0.00
 10799       0.00       0.00    -237.90       0.00       0.00       0.00
 10800       0.00       0.00    -193.78       0.00       0.00       0.00
 10801       0.00       0.00    -126.73       0.00       0.00       0.00
 10802       0.00       0.00     -77.77       0.00       0.00       0.00
 10804       0.00       0.00     -70.98       0.00       0.00       0.00
 10805       0.00       0.00     -99.29       0.00       0.00       0.00
 10806       0.00       0.00    -148.55       0.00       0.00       0.00
 10807       0.00       0.00    -206.01       0.00       0.00       0.00
 10808       0.00       0.00    -225.50       0.00       0.00       0.00
 10809       0.00       0.00    -215.78       0.00       0.00       0.00
 10810       0.00       0.00    -187.61       0.00       0.00       0.00
 10811       0.00       0.00    -164.70       0.00       0.00       0.00
 10872       0.00       0.00     -87.43       0.00       0.00       0.00
 10873       0.00       0.00     -95.00       0.00       0.00       0.00
 10874       0.00       0.00     -90.54       0.00       0.00       0.00
 10875       0.00       0.00     -77.82       0.00       0.00       0.00
 10876       0.00       0.00     -70.69       0.00       0.00       0.00
 10877       0.00       0.00     -73.66       0.00       0.00       0.00
 10878       0.00       0.00     -68.67       0.00       0.00       0.00
 10879       0.00       0.00    -163.46       0.00       0.00       0.00
 10880       0.00       0.00    -198.26       0.00       0.00       0.00
 10881       0.00       0.00    -206.13       0.00       0.00       0.00
 10882       0.00       0.00    -156.36       0.00       0.00       0.00
 10883       0.00       0.00    -117.47       0.00       0.00       0.00
 10884       0.00       0.00    -353.11       0.00       0.00       0.00
 10885       0.00       0.00    -320.53       0.00       0.00       0.00
 10886       0.00       0.00    -301.69       0.00       0.00       0.00
 10887       0.00       0.00    -273.62       0.00       0.00       0.00
 10888       0.00       0.00    -202.78       0.00       0.00       0.00
 10889       0.00       0.00    -149.82       0.00       0.00       0.00
 10890       0.00       0.00    -267.21       0.00       0.00       0.00
 10891       0.00       0.00    -104.39       0.00       0.00       0.00
 10892       0.00       0.00    -111.99       0.00       0.00       0.00
 10893       0.00       0.00    -113.33       0.00       0.00       0.00
 10908       0.00       0.00    -266.51       0.00       0.00       0.00
 10909       0.00       0.00    -136.69       0.00       0.00       0.00
 10910       0.00       0.00    -218.62       0.00       0.00       0.00
 10911       0.00       0.00    -134.35       0.00       0.00       0.00
 10932       0.00       0.00     -91.40       0.00       0.00       0.00
 10933       0.00       0.00     -78.83       0.00       0.00       0.00
 10934       0.00       0.00     -73.41       0.00       0.00       0.00
 10967       0.00       0.00    -191.28       0.00       0.00       0.00
 10968       0.00       0.00    -198.19       0.00       0.00       0.00
 10969       0.00       0.00    -202.22       0.00       0.00       0.00
 10970       0.00       0.00    -274.12       0.00       0.00       0.00
 10971       0.00       0.00    -289.38       0.00       0.00       0.00
 10972       0.00       0.00    -435.96       0.00       0.00       0.00
 10973       0.00       0.00    -391.77       0.00       0.00       0.00
 10974       0.00       0.00    -331.08       0.00       0.00       0.00
